OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
13504,Teal'c,TM,-7.23,Bioneural Degeneration Sensor,236.00,24.20,3.30,5711.20,778.80,-469.227000,6020.773000,01/07/2018
13509,Teal'c,BO,26.09,Active Dissipation Actuator,159.00,27.97,1.03,4447.23,163.77,1203.009900,5814.009900,12/04/2017
13510,Lando Calrissian,CB,1.61,Starboard Molecular Transference Grid,29.00,31.46,2.66,912.34,77.14,15.930628,1005.410628,05/03/2018
13518,Tuvok,CI,30.25,Modular Inertial Replication Scanner,169.00,7.70,3.63,1301.30,613.47,579.217925,2493.987925,09/02/2017
13526,William Riker,DB,26.62,Holographic Variance Sensor,197.00,37.49,1.83,7385.53,360.51,2061.995848,9808.035848,03/04/2018
13532,Andy Weir,PB,12.00,Quantum Dissipation Matrix,243.00,31.39,0.58,7627.77,140.94,932.2452,8700.9552,12/20/2017
13535,Pavel Chekov,WZ,42.90,Subspace Transference Cell,268.00,55.04,2.37,14750.72,635.16,6600.54252,21986.42252,11/22/2016
13536,Jonas Quinn,LF,16.10,Particle Deflector Grid,136.00,44.33,5.32,6028.88,723.52,1087.13640,7839.53640,04/19/2017
13537,Miles O'Brien,BS,44.68,Quantum Replication System,90.00,18.15,3.30,1633.50,297.00,862.547400,2793.047400,10/07/2017
13538,Martha Jones,LF,16.10,Duotronic Interference Actuator,156.00,36.30,1.10,5662.80,171.60,939.33840,6773.73840,08/30/2016
13539,BB-8,LC,41.80,Forward Ion Pulse Capacitor,136.00,1.20,2.20,163.20,299.20,193.28320,655.68320,09/15/2017
13540,River Song,TF,39.60,Inertial Transference Modulator,130.00,39.59,0.00,5146.70,0.00,2038.09320,7184.79320,07/20/2017
13541,Boba Fett,PB,12.00,Dandelion Fluff,337.00,3.80,1.77,1280.60,596.49,225.2508,2102.3408,03/14/2018
13542,Tuvok,WO,41.14,Starboard Molecular Transference Grid,42.00,31.46,2.66,1321.32,111.72,589.552656,2022.592656,05/31/2017
13550,Q,PM,1.33,Starboard Molecular Transference Grid,326.00,31.46,2.66,10255.96,867.16,147.937496,11271.057496,08/22/2016
13558,B'Elanna Torres,WR,8.35,Tachyon Frequency Matrix,186.00,56.87,1.00,10577.82,186.00,898.778970,11662.598970,10/04/2017
13559,Anakin Skywalker,AS,38.25,Rose Petals,299.00,223.30,1.00,66766.70,299.00,25652.630250,92718.330250,10/27/2016
13565,B'Elanna Torres,RI,25.58,Holographic Transition Multiplexer,267.00,51.70,2.20,13803.90,587.40,3681.294540,18072.594540,09/28/2018
13566,Rory Williams,BO,26.09,Particle Deflector Grid,53.00,44.33,5.32,2349.49,281.96,686.545305,3317.995305,11/20/2017
13567,C-3PO,PB,12.00,Active Dissipation Actuator,296.00,27.97,1.03,8279.12,304.88,1030.0800,9614.0800,08/20/2017
13568,Art3mis,CH,43.33,Marmite,112.00,-2.22,3.63,-248.64,406.56,68.426736,226.346736,02/21/2017
13569,Darth Vader,CO,43.92,Modular Polarization Cell,215.00,7.59,0.00,1631.85,0.00,716.708520,2348.558520,08/19/2018
13571,BB-8,LB,15.80,Quantum Replication System,121.00,18.15,3.30,2196.15,399.30,410.08110,3005.53110,09/25/2017
13580,Martha Jones,TS,32.58,Negative Flux Conduit,302.00,41.88,3.00,12647.76,906.00,4415.815008,17969.575008,08/19/2018
13587,Odo,WF,23.43,Subspace Phase Circuit,120.00,33.28,1.21,3993.60,145.20,969.720840,5108.520840,09/22/2016
13589,Amy Pond,GT,29.70,Modular Inertial Replication Scanner,188.00,7.70,3.63,1447.60,682.44,632.62188,2762.66188,10/05/2018
13596,Art3mis,HR,-3.99,Forward Ion Pulse Capacitor,189.00,1.20,2.20,226.80,415.80,-25.639740,616.960260,09/12/2016
13597,Quark,CC,50.58,Duotronic Field Transducer,156.00,22.63,3.99,3530.28,622.44,2100.445776,6253.165776,07/20/2017
13605,Anakin Skywalker,SO,39.00,Negative Polarization Grid,308.00,20.28,2.89,6246.24,890.12,2783.1804,9919.5404,08/31/2017
13606,Boba Fett,CC,50.58,Auxiliary Transition Buffer,249.00,37.33,5.89,9295.17,1466.61,5443.308324,16205.088324,06/14/2018
13607,Clara Oswald,IR,23.10,Magnetic Confinement Injector,152.00,13.18,4.40,2003.36,668.80,617.26896,3289.42896,02/21/2017
13614,Admiral Gial Ackbar,DM,30.27,Marmite,310.00,-2.22,3.63,-688.20,1125.30,132.310170,569.410170,08/26/2016
13615,Miles O'Brien,TO,19.00,Tachyon Frequency Matrix,299.00,56.87,1.00,17004.13,299.00,3287.5947,20590.7247,12/23/2016
13623,William Riker,FS,0.00,Modular Polarization Cell,231.00,7.59,0.00,1753.29,0.00,0.0000,1753.2900,09/23/2017
13624,Chakotay,BO,26.09,Negative Transference Index,247.00,18.41,3.30,4547.27,815.10,1399.042333,6761.412333,07/25/2017
13625,Q,LI,29.61,Inertial Transference Modulator,144.00,39.59,0.00,5700.96,0.00,1688.054256,7389.014256,09/26/2016
13626,Wesley Crusher,FS,0.00,Universal Degeneration Emitter,285.00,33.88,4.27,9655.80,1216.95,0.0000,10872.7500,01/04/2018
13627,Geordi La Forge,RI,25.58,Dandelion Fluff,195.00,3.80,1.77,741.00,345.15,277.837170,1363.987170,05/03/2017
13628,Art3mis,CM,20.39,Peanut Shells,131.00,3.00,-3.30,393.00,-432.30,-8.013270,-47.313270,04/11/2018
13629,Anakin Skywalker,WE,16.50,Magnetic Confinement Injector,168.00,13.18,4.40,2214.24,739.20,487.31760,3440.75760,08/23/2015
13630,B'Elanna Torres,AS,38.25,Forward Ion Pulse Capacitor,132.00,1.20,2.20,158.40,290.40,171.666000,620.466000,05/12/2018
13634,Jean-Luc Picard,TO,19.00,Holographic Variance Sensor,95.00,37.49,1.83,3561.55,173.85,709.7260,4445.1260,10/06/2017
13635,Pavel Chekov,WA,-4.80,Negative Control Compensator,318.00,25.41,1.00,8080.38,318.00,-403.12224,7995.25776,09/01/2016
13640,Teal'c,TO,19.00,Particle Deflector Grid,188.00,44.33,5.32,8334.04,1000.16,1773.4980,11107.6980,09/17/2018
13641,Odo,RK,31.00,Rose Petals,310.00,223.30,1.00,69223.00,310.00,21555.2300,91088.2300,08/16/2018
13646,BB-8,CI,30.25,Negative Isolinear Control Cell,190.00,16.50,2.02,3135.00,383.80,1064.437000,4583.237000,05/16/2018
13653,Odo,WR,8.35,Marmite,251.00,-2.22,3.63,-557.22,911.13,29.551485,383.461485,09/06/2016
13662,Leonard McCoy,RC,46.20,Bioneural Degeneration Sensor,215.00,24.20,3.30,5203.00,709.50,2731.57500,8644.07500,11/08/2017
13668,Doctor Who,RC,46.20,Modular Inertial Replication Scanner,117.00,7.70,3.63,900.90,424.71,612.43182,1938.04182,10/15/2017
13669,Lando Calrissian,LF,16.10,Starboard Molecular Transference Grid,219.00,31.46,2.66,6889.74,582.54,1203.03708,8675.31708,10/13/2017
13671,Wesley Crusher,HR,-3.99,Negative Transference Index,307.00,18.41,3.30,5651.87,1013.10,-265.932303,6399.037697,12/04/2017
13672,Jango Fett,BF,30.80,Negative Polarization Grid,217.00,20.28,2.89,4400.76,627.13,1548.59012,6576.48012,11/25/2015
13675,Clara Oswald,SO,39.00,Dandelion Fluff,198.00,3.80,1.77,752.40,350.46,430.1154,1532.9754,11/22/2016
13676,Data,AS,38.25,Gravitronic Polarization Sequencer,354.00,7.82,1.81,2768.28,640.74,1303.950150,4712.970150,06/20/2017
13678,Lando Calrissian,CI,30.25,Negative Flux Conduit,162.00,41.88,3.00,6784.56,486.00,2199.344400,9469.904400,04/13/2017
13679,Sarah Jane Smith,CV,53.24,Marmite,268.00,-2.22,3.63,-594.96,972.84,201.183312,579.063312,10/14/2018
13680,Martha Jones,TA,39.60,Rose Petals,53.00,223.30,1.00,11834.90,53.00,4707.60840,16595.50840,02/02/2017
13681,Tuvok,RO,15.00,Primary Flux Matrix,197.00,11.22,0.00,2210.34,0.00,331.5510,2541.8910,08/31/2017
13682,Samantha Carter,FC,50.37,Marmite,144.00,-2.22,3.63,-319.68,522.72,102.271248,305.311248,07/17/2017
13682,Leonard McCoy,BM,-3.30,Holographic Transition Multiplexer,111.00,51.70,2.20,5738.70,244.20,-197.43570,5785.46430,09/24/2016
13682,Leonard McCoy,HR,-3.99,Central Frequency Conduit,182.00,22.63,0.45,4118.66,81.90,-167.602344,4032.957656,09/27/2017
13683,Senator Palpatine,SR,47.32,Secondary Transition Regulator,273.00,43.19,3.30,11790.87,900.90,6005.745564,18697.515564,10/20/2017
13684,Anakin Skywalker,MM,7.60,Reserve Axial Dissipation Inverter,166.00,0.00,3.36,0.00,557.76,42.38976,600.14976,06/16/2018
13685,Andy Weir,LB,15.80,Inertial Control Modulator,296.00,42.22,0.68,12497.12,201.28,2006.34720,14704.74720,09/21/2018
13686,Art3mis,AA,35.67,Duotronic Field Transducer,247.00,22.63,3.99,5589.61,985.53,2345.352438,8920.492438,08/11/2017
13695,Daniel Jackson,CR,0.99,Auxiliary Transition Buffer,286.00,37.33,5.89,10676.38,1684.54,122.373108,12483.293108,03/17/2018
13696,Jabba the Hutt,FM,18.70,Quantum Replication System,57.00,18.15,3.30,1034.55,188.10,228.63555,1451.28555,12/01/2017
13697,Jango Fett,WT,2.42,Bioneural Polarization Coil,218.00,36.10,4.39,7869.80,957.02,213.609044,9040.429044,06/09/2018
13700,Jonas Quinn,SO,39.00,Subspace Transference Cell,58.00,55.04,2.37,3192.32,137.46,1298.6142,4628.3942,05/20/2018
13701,Donna Noble,WA,-4.80,Negative Flux Conduit,187.00,41.88,3.00,7831.56,561.00,-402.84288,7989.71712,06/09/2017
13706,Doctor Who,RK,31.00,Modular Transition Modulator,228.00,48.98,1.10,11167.44,250.80,3539.6544,14957.8944,12/13/2017
13715,Amy Pond,TS,32.58,Negative Flux Conduit,170.00,41.88,3.00,7119.60,510.00,2485.723680,10115.323680,08/28/2016
13716,Wade Watts,LO,10.37,Duotronic Field Transducer,332.00,22.63,3.99,7513.16,1324.68,916.484008,9754.324008,08/28/2017
13717,William Riker,CM,20.39,Burlap,39.00,6.60,0.00,257.40,0.00,52.483860,309.883860,11/22/2016
13718,Hugh of Borg,RI,25.58,Starboard Duotronic Transition Multiplexer,341.00,20.41,3.99,6959.81,1360.59,2128.358320,10448.758320,10/16/2017
13723,Teal'c,HR,-3.99,Forward Ion Pulse Capacitor,136.00,1.20,2.20,163.20,299.20,-18.449760,443.950240,04/08/2017
13724,Tuvok,LS,1.10,Tachyon Frequency Matrix,280.00,56.87,1.00,15923.60,280.00,178.23960,16381.83960,09/09/2018
13733,Tuvok,LA,0.00,Subspace Phase Circuit,105.00,33.28,1.21,3494.40,127.05,0.0000,3621.4500,01/21/2019
13734,Miles O'Brien,LS,1.10,Modular Inertial Replication Scanner,137.00,7.70,3.63,1054.90,497.31,17.07431,1569.28431,07/24/2017
13737,William Riker,SO,39.00,Modular Polarization Cell,267.00,7.59,0.00,2026.53,0.00,790.3467,2816.8767,04/22/2018
13737,Chakotay,CR,0.99,Duotronic Phase Coil,142.00,62.56,2.84,8883.52,403.28,91.939320,9378.739320,09/14/2017
13746,Chakotay,DB,26.62,Dynamic Resonance Buffer,169.00,22.63,4.08,3824.47,689.52,1201.624138,5715.614138,10/19/2018
13754,Amy Pond,CV,53.24,Bioneural Degeneration Sensor,330.00,24.20,3.30,7986.00,1089.00,4831.530000,13906.530000,05/27/2017
13758,Jango Fett,VS,3.30,Secondary Transition Regulator,356.00,43.19,3.30,15375.64,1174.80,546.16452,17096.60452,12/11/2017
13759,Obi-Wan Kenobi,HM,39.60,Negative Flux Conduit,169.00,41.88,3.00,7077.72,507.00,3003.54912,10588.26912,06/07/2018
13765,R2-D2,IR,23.10,Particle Deflector Grid,212.00,44.33,5.32,9397.96,1127.84,2431.45980,12957.25980,01/02/2017
13770,William Riker,FM,18.70,Secondary Polarization Capacitor,129.00,36.30,3.27,4682.70,421.83,954.54711,6059.07711,10/07/2018
13771,Senator Palpatine,FM,18.70,Secondary Polarization Capacitor,180.00,36.30,3.27,6534.00,588.60,1331.92620,8454.52620,06/07/2018
13775,Boba Fett,CH,43.33,Auxiliary Transition Buffer,175.00,37.33,5.89,6532.75,1030.75,3277.264550,10840.764550,05/29/2017
13784,Clara Oswald,CY,-4.84,Forward Ion Pulse Capacitor,245.00,1.20,2.20,294.00,539.00,-40.317200,792.682800,06/07/2018
13785,Darth Vader,SM,30.60,Burlap,57.00,6.60,0.00,376.20,0.00,115.11720,491.31720,03/24/2017
13786,Darth Maul,PB,12.00,Subspace Phase Circuit,310.00,33.28,1.21,10316.80,375.10,1283.0280,11974.9280,04/14/2018
13794,Wade Watts,CZ,-3.08,Modular Inertial Replication Scanner,328.00,7.70,3.63,2525.60,1190.64,-114.460192,3601.779808,03/22/2018
13797,Wade Watts,RG,53.24,Modular Transition Modulator,351.00,48.98,1.10,17191.98,386.10,9358.569792,26936.649792,07/20/2018
13798,James T. Kirk,VS,3.30,Secondary Polarization Capacitor,148.00,36.30,3.27,5372.40,483.96,193.25988,6049.61988,06/02/2018
13802,Darth Sidious,WF,23.43,Negative Flux Conduit,292.00,41.88,3.00,12228.96,876.00,3070.492128,16175.452128,10/23/2017
13803,Hugh of Borg,VS,3.30,Subspace Transference Cell,176.00,55.04,2.37,9687.04,417.12,333.43728,10437.59728,03/28/2018
13804,James T. Kirk,BF,30.80,Duotronic Field Transducer,212.00,22.63,3.99,4797.56,845.88,1738.17952,7381.61952,05/19/2017
13810,Qui-Gon Jinn,WO,41.14,Reserve Axial Dissipation Inverter,180.00,0.00,3.36,0.00,604.80,248.814720,853.614720,11/23/2016
13813,Boba Fett,LO,10.37,Negative Polarization Grid,199.00,20.28,2.89,4035.72,575.11,478.143071,5088.973071,03/14/2018
13822,Wade Watts,TS,32.58,Secondary Polarization Capacitor,44.00,36.30,3.27,1597.20,143.88,567.243864,2308.323864,12/12/2017
13823,Leonard McCoy,FA,37.40,Quantum Dissipation Matrix,48.00,31.39,0.58,1506.72,27.84,573.92544,2108.48544,04/11/2017
13823,Rae Sloane,LB,15.80,Subspace Phase Circuit,140.00,33.28,1.21,4659.20,169.40,762.91880,5591.51880,11/03/2016
13824,Andy Weir,TM,-7.23,Reserve Axial Dissipation Inverter,320.00,0.00,3.36,0.00,1075.20,-77.736960,997.463040,05/22/2017
13825,BB-8,CM,20.39,Inertial Transference Modulator,167.00,39.59,0.00,6611.53,0.00,1348.090967,7959.620967,08/22/2016
13828,Jango Fett,WR,8.35,Subspace Phase Circuit,230.00,33.28,1.21,7654.40,278.30,662.380450,8595.080450,09/04/2016
13835,James T. Kirk,CH,43.33,Universal Gravitronic Dissipation Node,292.00,20.42,4.68,5962.64,1366.56,3175.742360,10504.942360,04/19/2018
13837,Lando Calrissian,LM,41.00,Dandelion Fluff,279.00,3.80,1.77,1060.20,493.83,637.1523,2191.1823,02/24/2018
13838,Hugh of Borg,FH,-4.94,Quantum Replication System,303.00,18.15,3.30,5499.45,999.90,-321.067890,6178.282110,12/13/2017
13839,Daniel Jackson,TM,-7.23,Duotronic Phase Coil,219.00,62.56,2.84,13700.64,621.96,-1035.523980,13287.076020,06/20/2017
13841,Luke Skywalker,GT,29.70,Central Frequency Conduit,225.00,22.63,0.45,5091.75,101.25,1542.32100,6735.32100,02/18/2017
13847,Jabba the Hutt,RK,31.00,Negative Isolinear Control Cell,161.00,16.50,2.02,2656.50,325.22,924.3332,3906.0532,04/13/2017
13850,Jean-Luc Picard,CO,43.92,Quantum Replication System,294.00,18.15,3.30,5336.10,970.20,2769.726960,9076.026960,04/08/2017
13851,Hugh of Borg,LI,29.61,Quantum Dissipation Matrix,342.00,31.39,0.58,10735.38,198.36,3237.480414,14171.220414,03/10/2018
13859,Daniel Jackson,CI,30.25,Central Frequency Conduit,41.00,22.63,0.45,927.83,18.45,286.249700,1232.529700,09/29/2018
13860,Hugh of Borg,HM,39.60,Forward Ion Pulse Capacitor,298.00,1.20,2.20,357.60,655.60,401.22720,1414.42720,06/29/2017
13863,Wade Watts,WE,16.50,Negative Transference Index,217.00,18.41,3.30,3994.97,716.10,777.32655,5488.39655,06/24/2018
13868,Donna Noble,TM,-7.23,Burlap,182.00,6.60,0.00,1201.20,0.00,-86.846760,1114.353240,02/18/2017
13869,Hugh of Borg,OS,29.83,Particle Deflector Grid,139.00,44.33,5.32,6161.87,739.48,2058.672705,8960.022705,09/23/2015
13870,Darth Sidious,WR,8.35,Duotronic Interference Actuator,343.00,36.30,1.10,12450.90,377.30,1071.154700,13899.354700,05/04/2017
13871,Obi-Wan Kenobi,TS,32.58,Universal Degeneration Emitter,245.00,33.88,4.27,8300.60,1046.15,3045.171150,12391.921150,09/04/2016
13877,C-3PO,LB,15.80,Inertial Control Modulator,76.00,42.22,0.68,3208.72,51.68,515.14320,3775.54320,02/04/2019
13878,Geordi La Forge,RC,46.20,Starboard Duotronic Transition Multiplexer,253.00,20.41,3.99,5163.73,1009.47,2852.01840,9025.21840,03/01/2018
13887,Rae Sloane,CY,-4.84,Modular Inertial Replication Scanner,78.00,7.70,3.63,600.60,283.14,-42.773016,840.966984,01/15/2017
13888,Hugh of Borg,CV,53.24,Peanut Shells,293.00,3.00,-3.30,879.00,-966.90,-46.797960,-134.697960,08/15/2018
13889,William Riker,LB,15.80,Negative Flux Conduit,43.00,41.88,3.00,1800.84,129.00,304.91472,2234.75472,10/04/2018
13897,Darth Maul,LM,41.00,Subspace Transference Cell,268.00,55.04,2.37,14750.72,635.16,6308.2108,21694.0908,06/09/2017
13897,Wade Watts,WA,-4.80,Universal Gravitronic Dissipation Node,315.00,20.42,4.68,6432.30,1474.20,-379.51200,7526.98800,08/13/2018
13898,River Song,CM,20.39,Molten Lava,173.00,809.23,53.90,139996.79,9324.70,30446.651811,179768.141811,06/03/2018
13899,Miles O'Brien,CI,30.25,Marmite,64.00,-2.22,3.63,-142.08,232.32,27.297600,117.537600,07/18/2018
13900,Odo,DM,30.27,Molten Lava,238.00,890.15,53.90,211855.70,12828.20,68011.816530,292695.716530,11/29/2016
13901,Darth Vader,CM,20.39,Central Frequency Conduit,229.00,22.63,0.45,5182.27,103.05,1077.676748,6362.996748,03/21/2016
13902,Quark,GT,29.70,Quantum Dissipation Matrix,216.00,31.39,0.58,6780.24,125.28,2050.93944,8956.45944,09/12/2017
13903,Greedo,GT,29.70,Bioneural Degeneration Sensor,235.00,24.20,3.30,5687.00,775.50,1919.36250,8381.86250,08/22/2017
13904,Jabba the Hutt,LM,41.00,Universal Degeneration Emitter,197.00,33.88,4.27,6674.36,841.19,3081.3755,10596.9255,11/06/2017
13907,C-3PO,HR,-3.99,Universal Degeneration Emitter,227.00,33.88,4.27,7690.76,969.29,-345.535995,8314.514005,05/12/2018
13908,Geordi La Forge,IC,0.00,Magnetic Confinement Injector,165.00,13.18,4.40,2174.70,726.00,0.0000,2900.7000,01/30/2017
13916,Pavel Chekov,BM,-3.30,Primary Flux Matrix,329.00,11.22,0.00,3691.38,0.00,-121.81554,3569.56446,09/11/2016
13917,Worf,CA,39.49,Burlap,214.00,6.60,0.00,1412.40,0.00,557.756760,1970.156760,11/08/2017
13919,Daniel Jackson,HR,-3.99,Auxiliary Transition Buffer,327.00,37.33,5.89,12206.91,1926.03,-563.904306,13569.035694,11/25/2017
13920,Wesley Crusher,SR,47.32,Gravitronic Polarization Sequencer,199.00,7.82,1.81,1556.18,360.19,906.826284,2823.196284,12/30/2017
13921,Jabba the Hutt,FA,37.40,Bioneural Degeneration Sensor,233.00,24.20,3.30,5638.60,768.90,2396.40500,8803.90500,10/11/2016
13922,Jean-Luc Picard,FO,33.19,Negative Transference Index,207.00,18.41,3.63,3810.87,751.41,1514.220732,6076.500732,04/16/2018
13923,Qui-Gon Jinn,LB,15.80,Quantum Replication System,225.00,18.15,3.30,4083.75,742.50,762.54750,5588.79750,02/20/2018
13923,Darth Maul,DM,30.27,Holographic Transition Multiplexer,177.00,51.70,2.20,9150.90,389.40,2887.848810,12428.148810,09/20/2016
13931,C-3PO,DO,42.90,Starboard Molecular Transference Grid,169.00,31.46,2.66,5316.74,449.54,2473.73412,8240.01412,05/03/2018
13933,Wade Watts,SR,47.32,Modular Polarization Cell,150.00,7.59,0.00,1138.50,0.00,538.738200,1677.238200,09/25/2018
13934,Pavel Chekov,RC,46.20,Secondary Polarization Capacitor,155.00,36.30,3.27,5626.50,506.85,2833.60770,8966.95770,04/26/2017
13934,Data,LM,41.00,Negative Control Compensator,333.00,25.41,1.00,8461.53,333.00,3605.7573,12400.2873,05/28/2017
13937,Jack O'Neill,LO,10.37,Active Dissipation Actuator,210.00,27.97,1.03,5873.70,216.30,631.533000,6721.533000,10/15/2018
13940,Tuvok,WO,41.14,Molten Lava,35.00,890.15,53.90,31155.25,1886.50,13593.375950,46635.125950,05/14/2017
13947,River Song,LC,41.80,Dandelion Fluff,210.00,3.80,1.77,798.00,371.70,488.93460,1658.63460,03/24/2017
13948,Senator Palpatine,TM,-7.23,Negative Flux Conduit,117.00,41.88,3.00,4899.96,351.00,-379.644408,4871.315592,09/30/2017
13957,Martha Jones,LB,15.80,Quantum Replication System,114.00,18.15,3.30,2069.10,376.20,386.35740,2831.65740,05/24/2017
13958,Andy Weir,MM,7.60,Modular Holographic Interference Drive,189.00,31.21,0.92,5898.69,173.88,461.51532,6534.08532,06/09/2017
13959,Doctor Who,GT,29.70,Modular Transition Modulator,131.00,48.98,1.10,6416.38,144.10,1948.46256,8508.94256,01/14/2018
13960,Ender Wiggin,LM,41.00,Negative Flux Conduit,79.00,41.88,3.00,3308.52,237.00,1453.6632,4999.1832,11/12/2017
13966,Obi-Wan Kenobi,BS,44.68,Particle Deflector Grid,324.00,44.33,5.32,14362.92,1723.68,7187.492880,23274.092880,08/15/2017
13967,Tuvok,CM,20.39,Quantum Dissipation Matrix,215.00,31.39,0.58,6748.85,124.70,1401.516845,8275.066845,10/21/2018
13971,Tuvok,RC,46.20,Active Transition Buffer,168.00,47.27,2.20,7941.36,369.60,3839.66352,12150.62352,07/20/2018
13977,Donna Noble,WT,2.42,Holographic Transition Multiplexer,132.00,51.70,2.20,6824.40,290.40,172.178160,7286.978160,12/14/2016
13978,Andy Weir,HM,39.60,Duotronic Field Transducer,252.00,22.63,3.99,5702.76,1005.48,2656.46304,9364.70304,10/24/2016
13985,Doctor Who,IR,23.10,Universal Degeneration Emitter,182.00,33.88,4.27,6166.16,777.14,1603.90230,8547.20230,02/28/2018
13987,Jack O'Neill,FM,18.70,Gravitronic Polarization Sequencer,182.00,7.82,1.81,1423.24,329.42,327.74742,2080.40742,07/21/2017
13989,Hugh of Borg,CO,43.92,Modular Inertial Replication Scanner,281.00,7.70,3.63,2163.70,1020.03,1398.294216,4582.024216,08/26/2016
13990,Rory Williams,CH,43.33,Quantum Replication System,213.00,18.15,3.30,3865.95,702.90,1979.682705,6548.532705,06/09/2017
13991,Chakotay,FS,0.00,Forward Ion Pulse Capacitor,266.00,1.32,2.20,351.12,585.20,0.0000,936.3200,11/09/2016
13992,Jonas Quinn,LS,1.10,Duotronic Phase Coil,299.00,62.56,2.84,18705.44,849.16,215.10060,19769.70060,09/16/2017
13993,Darth Vader,BM,-3.30,Gravitronic Polarization Sequencer,219.00,7.82,1.81,1712.58,396.39,-69.59601,2039.37399,08/20/2017
13994,Darth Maul,RK,31.00,Bioneural Degeneration Sensor,179.00,24.20,3.30,4331.80,590.70,1525.9750,6448.4750,09/07/2017
13995,Worf,WE,16.50,Molten Lava,206.00,890.15,53.90,183370.90,11103.40,32088.25950,226562.55950,09/01/2017
13996,Samantha Carter,CA,39.49,Duotronic Interference Actuator,378.00,36.30,1.10,13721.40,415.80,5582.780280,19719.980280,01/26/2016
13998,Wade Watts,CO,43.92,Gravitronic Polarization Sequencer,279.00,7.82,1.81,2181.78,504.99,1180.029384,3866.799384,08/18/2018
13999,Tasha Yar,CM,20.39,Auxiliary Transition Buffer,128.00,37.33,5.89,4778.24,753.92,1128.007424,6660.167424,09/15/2016
14000,Jean-Luc Picard,IR,23.10,Forward Ion Pulse Capacitor,214.00,1.32,2.20,282.48,470.80,174.00768,927.28768,09/14/2017
14004,Art3mis,MO,-2.20,Universal Degeneration Emitter,60.00,33.88,4.27,2032.80,256.20,-50.35800,2238.64200,05/28/2018
14005,William Riker,RS,40.61,Primary Flux Matrix,183.00,11.22,0.00,2053.26,0.00,833.828886,2887.088886,04/21/2017
